Manufacturer,Brand,Product Name,Model Number,Input Power Type,Fixture Maximum Ambient Temp,Width,Height,Diameter,Warranty,Length,Date Qualified,Reported Minimum Input Voltage,Reported Maximum Input Voltage,Spectrally Tunable,Dimmable,Reported Photosynthetic Photon Efficacy (400-700nm),Reported Photosynthetic Photon Flux (400-700nm),Reported Minimum Photosynthetic Photon Flux,Reported Default Photosynthetic Photon Flux,Reported Photon Flux Blue (400-500nm),Reported Photon Flux Green (500-600nm),Reported Photon Flux Red (600-700nm),Reported Photon Flux Far Red (700-800nm),Reported Photon Flux (280-800nm),Reported Photon Efficacy (280-800nm),Tested Photosynthetic Photon Efficacy (400-700nm),Tested Photosynthetic Photon Flux (400-700nm),Tested Photon Flux Blue (400-500nm),Tested Photon Flux Green (500-600nm),Tested Photon Flux Red (600-700nm),Tested Photon Flux Far Red (700-800nm),Tested Photon Flux (280-800nm),Tested Photon Efficacy (280-800nm),Reported Input Wattage,Reported Default Input Wattage,Reported Minimum Input Wattage,Reported Power Factor,Reported Total Harmonic Distortion,Tested Input Wattage,Tested Voltage for Minimum Efficacy,Tested Power Factor,Tested Total Harmonic Distortion,Tested DC Input Current,Dimming and Control Method to the Product
"Shenzhen XinShengYang Opto-electronics Technology Co.,Ltd.",Luxgrow,,LPU9S-SO,AC,40,46.1,2,,5,44.4 in,2022-02-03,120,277,No,TRUE,2.7,2691,0,2691,337,1043,1310,130,,,,,,,,,,,996,996,0,0.999,4.9,,,,,,0-10V ANSI C137.1 (9V)
"Shenzhen Grandyield Technology Co., Ltd",KINGROWLEDS,,"BY960W[27,48]VXXDYY",AC,40,45.47,2.68,,5,46.8 in,2024-01-31,120,480,No,TRUE,2.7,2589,0,2589,399,1083,1107,62,,,,,,,,,,,960,960,0,0.966,10.5,,,,,,0-10V Other Protocol
FloraFlex Corp.,FloraFlex,Full Spectrum High PPE 900W LED grow light,FLL-91001,AC,35,40,2.76,,5,39.6 in,2024-12-06,120,277,No,TRUE,2.7,2513,251,2513,489,1015,1011,59,,,2.7,2513,489,1015,1011,59,,,900,900,90,0.97,5.6,930.7,240,0.973,5.6,,0-10V IEC60929 Annex E
SINOWELL INC,FLEXSTAR,horticultural LED light,Flexstar Nova 800W,AC,40,12.5,3.2,,5,22.8 in,2023-09-14,208,277,No,TRUE,2.7,2160,0,2160,395,700,1030,35,,,,,,,,,,,800,800,0,20,,,,,,,"0-10V IEC60929 Annex E, 0-10V ANSI C137.1 (8V), 0-10V ANSI C137.1 (9V), 0-10V Other Protocol, No"
BIOS Lighting,BIOS,,"BP-0Li2-000-KT[L,H]011-1",AC,40,45,3,,5,45.6 in,2023-08-16,120,480,No,TRUE,2.7,2082,0,2082,350,686,1047,4,,,2.7,2082,350,686,1047,4,,,800,800,0,0.952,8.1,770.5,120,0.998,,,0-10V IEC60929 Annex E
"Shenzhen XinShengYang Opto-electronics Technology Co.,Ltd.",Luxgrow,,LPU7S-SO,AC,40,34.7,2,,5,44.4 in,2022-02-03,120,277,No,TRUE,2.7,2028,0,2028,256,786,987,100,,,,,,,,,,,751,751,0,0.999,4.7,,,,,,0-10V ANSI C137.1 (9V)
SINOWELL INC,FLEXSTAR,horticultural LED light,Flexstar Nova 730W,AC,40,12.5,3.2,,5,22.8 in,2023-09-14,208,277,No,TRUE,2.7,1971,0,1971,360,641,940,30,,,2.77,1952,354,662,935,33,,,730,730,0,20,,705.1,220,0.969,8.6,,"0-10V IEC60929 Annex E, 0-10V ANSI C137.1 (8V), 0-10V ANSI C137.1 (9V), 0-10V Other Protocol, No"
"Shenzhen Grandyield Technology Co., Ltd",KINGROWLEDS,,"BY720W[27,48]VXXDYY",AC,40,45.47,2.68,,5,46.8 in,2024-01-31,120,480,No,TRUE,2.7,1941,0,1941,298,813,833,45,,,2.7,1941,298,813,833,45,,,720,720,0,0.964,10.3,718.5,120,0.998,4.9,,0-10V Other Protocol
"TrolMaster Agro Instruments Co., Ltd",ThinkGrow,Horticulture LED Grow Light,MODEL-I Plus(480V),AC,40,4.36,6.46,,5,45.6 in,2022-12-05,347,480,No,TRUE,2.7,2021,,,317,797,910,44,,,2.7,2021,317,797,910,44,,,720,720,0,0.971,9.6,748.1,347.09,0.987,9.6,,0-10V Other Protocol
"TrolMaster Agro Instruments Co., Ltd",ThinkGrow,Horticulture LED Grow Light,MODEL-I Plus,AC,40,4.36,6.46,,5,45.6 in,2021-07-01,100,277,No,TRUE,2.7,2078,,,354,877,849,46,,,2.7,2078,354,877,849,46,,,720,720,0,0.967,10.1,769.5,100,0.967,10.1,,0-10V Other Protocol
FloraFlex Corp.,FloraFlex,Full Spectrum High PPE 700W LED grow light,FLL-7801,AC,35,40,0.02,,5,39.6 in,2024-06-27,120,277,No,TRUE,2.7,1974,197.4,1974,361,800,814,50,,,2.7,1974,361,800,814,50,,,700,700,70,0.972,5.5,731,240,0.972,5.5,,0-10V IEC60929 Annex E
Acuity Brands Lighting,Verjure,Arize Element L1000,VAE1 PKF SEFY [ALL VOLTAGES] GZ10 XWD [All Options],AC,40,7,2.93,,5,28.8 in,2021-11-09,120,480,No,TRUE,2.7,1798,,,151,265,1383,119,1918,2.88,2.7,1798,151,265,1383,119,1918,2.88,666,666,0.5,0.973,7.7,666.43,277,0.973,7.7,,0-10V Other Protocol
Fluence Bioengineering,Fluence,VYPR 3p,"VR-3P-DR5-[LVG,HVG]-[S,B]",AC,35,2.91,3.23,,,42.0 in,2022-01-28,120,480,No,TRUE,2.7,1791,,,851,6,933,4,,,2.46,1636,773,6,858,4,,,663,663,1,0.955,8,664.6,120,0.962,8,,0-10V Other Protocol
Hawthorne Gardening Company,Gavita,Gavita Pro 1700e LED,HGC906056,AC,40,43.7,2.3,,5,44.4 in,2021-12-13,208,277,No,TRUE,2.7,1783,,,333,735,715,40,1828,2.77,2.7,1783,333,735,715,40,1830,2.78,660.7,661,2,0.967,7.1,660.7,208,0.958,7.8,,"0-10V ANSI C137.1 (9V), 0-11.5V to adapater 0-9V to luminaire"
"TrolMaster Agro Instruments Co., Ltd",ThinkGrow,Horticulture LED Grow Light,MODEL-H,AC,40,44.6,1.6,,5,45.6 in,2020-06-30,100,277,No,TRUE,2.7,1749,0,1749,313,734,704,38,,,2.7,1749,313,734,704,38,,,660,660,0,0.957,10.6,647.7,100,0.957,10.6,,0-10V Other Protocol
"Shenzhen XinShengYang Opto-electronics Technology Co.,Ltd.",Luxgrow,,LPU6F-HV-SO,AC,40,34.7,2,,5,44.4 in,2022-02-03,277,480,No,TRUE,2.7,1747,0,1747,221,677,849,86,,,2.7,1747,221,677,849,85,,,646,646,0,0.993,5.2,646.1,277,0.951,7.3,,0-10V ANSI C137.1 (9V)
P.L. Light Systems Canada Inc.,P.L. Light Systems Canada Inc.,VertiMax,VERTIMAX 640W 120-277V DIM,AC,,46.76,3.07,,5,541.2 in,2021-11-16,120,277,No,TRUE,2.7,1738,,,309.7,711.8,718.6,35.9,,,2.7,1738,309.7,711.8,718.6,35.9,,,643,640,160,0.999,6.1,642.8,120.11,0.964,10,,1-10V
Megaphoton Inc.,Megaphoton,LED Top Lighting,ELECSUN Pro EYY,AC,35,42.7,3.9,,5,46.8 in,2021-06-15,120,277,No,TRUE,2.7,1683,,,306,689,690,41,,,2.7,1683,306.2,688.7,690.2,40.99,,,625,625,0,0.996,6,624.6,,0.996,6,,0-10V Other Protocol
Signify North America Corporation – Horti LED,Philips,GreenPower LED Toplighting Compact,GPL TLC 1650 DRW_VSN2 200-400V 1.3D SB,AC,40,9.5,3.5,,5,28.8 in,2023-09-15,200,400,No,TRUE,2.7,1617,165,1650,323,582,712,33,1650,2.75,,,,,,,,,600,600,55.2,0.98,15,,,,,,"Power Line Communication, No"
Best Lighting Products,CABAtech,ONE4ONE-640,CT141-640-BR50-ST,AC,40,10.25,5.5,,5,19.2 in,2024-07-18,120,277,Yes,TRUE,2.7,1614,0,1613.7,248,556,809,30,1650,2.8,2.7,1614,248,556,809,30,1650,2.8,589.27,589.27,0,0.9,5,589.27,120,0.978,8.2,,"0-10V IEC60929 Annex E, 0-10V ANSI C137.1 (9V)"
FloraFlex Corp.,FloraFlex,Full Spectrum High PPE 400W LED grow light,FLL-4501,AC,35,36,2.76,,5,36.0 in,2024-12-06,120,277,No,TRUE,2.7,1142,114,1142,214,463,465,27,,,2.7,1142,214,463,465,27,,,400,400,40,0.98,4.9,422.9,240,0.98,4.9,,0-10V IEC60929 Annex E
Grower’s Choice,Grower's Choice,,ROI-FV,AC,40,44,4.2,,5,45.6 in,2024-06-25,120,277,No,TRUE,2.7,949,0,948.5,231,444,274,19,,,2.7,949,231,444,274,19,,,350,350,0,0.967,8.8,350.7,120,0.967,8.8,,"0-10V ANSI C137.1 (8V), 0-10V ANSI C137.1 (9V)"
GML Solutions Ltd.,Grand Master LEDs,Tarantula Borg Evolution HV,GMLL1500W6I2B26E2,AC,40,45.67,4.15,,5,45.6 in,2024-07-24,277,480,Yes,TRUE,2.69,4083,0,4083,755,1386,1942,360,,,2.69,4083,755,1386,1942,360,,,1517,1517,0,0.998,8,1517,277,0.902,8.1,,0-10V IEC60929 Annex E
Growponic Inc.,Medic Grow,LED Grow Light,FOLD-1200U,AC,40,43.3,2.04,,5,68.4 in,2024-08-14,200,277,No,TRUE,2.69,3300,300,3300,851,891,1560,437,,,2.69,3300,851,891,1560,437,,,1200,1200,120,0.988,6,1228,200,0.988,6,,0-10V Other Protocol
Growponic Inc.,Medic Grow,LED Grow Light,FOLD-1200U,AC,40,43.3,2.04,,5,68.4 in,2024-08-14,200,277,No,TRUE,2.69,3300,300,3300,851,891,1560,437,,,2.69,3300,851,891,1560,437,,,1200,1200,120,0.988,6,1228,200,0.988,6,,0-10V Other Protocol
Sollum technologies,Sollum Technologies,SF-CSG,SF-06-HGH-CSG-347-QC,AC,35,8.5,5,,5,31.2 in,2024-11-22,347,347,Yes,TRUE,2.69,2687,0,2687,318,750,1619,139,2826,2.83,2.69,2687,318,750,1619,139,2826,2.83,998,998,5,0.986,7.2,997.81,347,0.982,7.5,,"Yes, proprietary protocol"
Growponic Inc.,Medic Grow,LED Horticultural,Spectrum Y-760W,AC,40,42.52,2.76,,5,44.4 in,2023-08-09,120,277,No,TRUE,2.69,2136,200,2136,346,811,980,41,,,2.69,2136,346,811,980,41,,,760,760,70,0.969,7.4,794.3,120,0.969,7.4,,"0-10V IEC60929 Annex E, 0-10V ANSI C137.1 (8V)"
"Shenzhen Rio Tinto Opto-electronics Technology Co., Limited",Cretivity,,CTII720W,AC,45,39.4,2.76,,5,44.4 in,2023-11-30,100,277,No,TRUE,2.69,1941,194.1,1941,360,801,782,50,,,,,,,,,,,720,720,72,0.95,7,,,,,,0-10V IEC60929 Annex E
Brave IP Corp,LUMEN GOD,Horticultural LED fixture,Lumen God 645W LED,AC,35,43.6,2.63,,5,49.2 in,2023-07-18,208,277,No,TRUE,2.69,1739,0,1739,383,710,646,38,,,2.69,1739,382,710,646,38,,,645,645,0,0.9,20,646.8,208,0.973,8.1,,"0-10V IEC60929 Annex E, 0-10V ANSI C137.1 (8V), 0-10V ANSI C137.1 (9V), 0-10V Other Protocol, Knob Dimming"
SINOWELL INC,FLEXSTAR,LED grow light,FLEXSTAR MATRIX 645W,AC,35,43.6,2.2,,5,48.0 in,2023-03-03,208,277,No,TRUE,2.69,1747,0,1742,259,745,743,30,,,2.69,1747,259,745,743,29,,,645,645,0,0.9,20,649.4,208,0.973,6.8,,"0-10V IEC60929 Annex E, 0-10V ANSI C137.1 (8V), 0-10V ANSI C137.1 (9V)"
Elevated Equipment Supply,Dryad,LED grow light,DRYAD 645W XR,AC,35,43.6,2.2,,5,48.0 in,2023-03-03,208,277,No,TRUE,2.69,1747,0,1742,259,745,743,30,,,2.69,1747,259,745,743,29,,,645,645,0,0.9,20,649.4,208,0.973,6.8,,"0-10V IEC60929 Annex E, 0-10V ANSI C137.1 (8V), 0-10V ANSI C137.1 (9V)"
SINOWELL INC,FLEXSTAR,Electronic horticultural LED fixture,FLEXSTAR 645W PRO,AC,35,43.6,2.63,,5,49.2 in,2020-06-01,208,277,No,TRUE,2.69,1739,0,1739,383,710,646,38,,,2.69,1739,382,710,646,38,,,645,645,0,0.9,20,646.8,208,0.973,8.1,,"0-10V IEC60929 Annex E, 0-10V ANSI C137.1 (8V), 0-10V ANSI C137.1 (9V), 0-10V Other Protocol, Knob Dimming"
"SLT LIGHTING TECHNOLOGY(DONGGUAN)CO., LTD",SLTMAKS,,STG-800W-G2-XX(XX can be blank or any letter),AC,55,12.4,4.41,,5,27.6 in,2023-09-15,100,277,,TRUE,2.68,2159,215.9,2159,501,754,907,28,,,2.68,2159,501,754,907,28,,,800,800,80,0.972,4,805.2,120,0.889,8.1,,0-10V IEC60929 Annex E
IQ Horticultural Lighting,IQ Horticultural Lighting,Rack LED Top Light,SKY 8 120 EXT,AC,40,41.9,2.56,,5,43.2 in,2024-08-08,120,277,No,TRUE,2.68,2123,0,2123,384,872,867,41,,,,,,,,,,,793,792.7,0,0.935,14,,,,,,0-10V IEC60929 Annex E
IQ Horticultural Lighting,IQ Horticultural Lighting,Rack LED Top Light,SKY 8 120 EXT,AC,40,41.9,2.56,,5,43.2 in,2024-08-08,120,277,No,TRUE,2.68,2123,0,2123,384,872,867,41,,,,,,,,,,,793,792.7,0,0.935,14,,,,,,0-10V IEC60929 Annex E
AB Lighting,AB Lighting,Horticultural Luminaire,001-FL780305312-00,AC,40,44.09,1.97,,5,44.4 in,2024-05-23,120,277,No,TRUE,2.68,2120,0,2120,380,923,819,41,,,,,,,,,,,780,780,0,0.964,9.2,,,,,,0-10V IEC60929 Annex E
"Shenzhen Enlite Energy Technology Co., Ltd",Enlite,FLORA 780W,001-FL780305312-00,AC,40,44.09,1.97,,5,44.4 in,2024-05-23,120,277,No,TRUE,2.68,2120,0,2120,380,923,819,41,,,,,,,,,,,780,780,0,0.964,9.2,,,,,,0-10V IEC60929 Annex E
"Vision Tech Group, Inc.",efinity,Superstar 2100 Pro,ZSC-2K760-SV21,AC,40,11.8,4.2,,5,28.8 in,2023-07-31,200,277,No,TRUE,2.68,2106,210.6,2106,500,645,962,39,,,2.68,2106,500,645,962,39,,,780,780,78,0.98,6,785.8,200,0.994,,,0-10V IEC60929 Annex E
"Shenzhen Rio Tinto Opto-electronics Technology Co., Limited",Cretivity,,CTII720W H,AC,45,39.4,2.76,,5,44.4 in,2023-11-30,277,480,No,TRUE,2.68,1898,189.8,1898,350,784,765,49,,,2.68,1898,350,784,765,49,,,720,720,72,0.984,6,708.1,277,0.984,5.6,,0-10V IEC60929 Annex E
AVENORD INC.,AGRICLÉ,,HORTI.03.080.680D1.00.J,AC,40,3.37,3.21,,5,45.6 in,2023-08-28,277,480,No,TRUE,2.68,1910,680,1910,404,786,722,44,,,2.68,1910,404,786,722,44,,,680,191,68,0.955,8,713.6,277,0.955,7.7,,0-10V IEC60929 Annex E
"LLW Enterprise, LLC",VOLTGROW,,VGL3-TPL1-L,AC,40,,4.72,,5,,2022-12-30,120,277,No,TRUE,2.68,1733,,,297,680,756,36,,,2.68,1733,297,680,756,36,,,646,643,0,0.994,5,646.4,120,0.978,4.8,,0-10V IEC60929 Annex E
"Aleo Lighting, Inc.",EVIO GROW,AGX,AGX-6L-630-1700-IFC,AC,50,43.1,3.6,,5,46.8 in,2021-12-08,120,277,No,TRUE,2.68,1722,,,297,697,741,34,,,2.55,1640,283,663,706,33,,,630,630,0,0.97,15,644.1,277,0.972,7,,0-10V Other Protocol
"Zhongshan Lumigentek Lighting Technology Co., Ltd.",HortiBloom,Horticultural Luminaires,Mega X6 500,AC,40,42,2.4,,5,33.6 in,2023-09-05,120,277,No,TRUE,2.68,1412,0,1412,190,573,650,9,,,,,,,,,,,500,500,0,0.948,12.6,,,,,,0-10V Other Protocol
Greenlux Lighting Solutions Ltd.,Valoya,RF300-6 SolrayX,RF3006-10xxxxx74,AC,40,44.3,3.3,,5,46.8 in,2023-06-21,120,277,No,TRUE,2.68,897,89.7,897,173,350,374,13,913,2.72,2.68,897,173,350,374,13,,,335,335,33.5,0.969,10,335.11,120,0.995,5.1,,"0-10V IEC60929 Annex E, 0"
HLG,Horticulture Lighting Group,HLG 250 VEG PRO HV,HLG 250 VEG PRO HV,AC,32,9.5,3.25,,5,34.8 in,2022-07-19,240,277,No,TRUE,2.68,596,,,131,257,212,10,,,2.68,595,131,257,212,10,,,222,222,0,0.97,6,221.96,240,0.951,7.2,,0-10V Other Protocol
Acuity Brands Lighting,Verjure,Arize Life3,VAL3 L48 BRH HO,AC,40,1.5,2,,5,46.8 in,2023-04-30,120,277,No,TRUE,2.68,186,,,45,59,82,1,187,2.7,2.68,186,45,59,82,1,187,2.7,68,68,0.5,0.928,10,69.14,120,0.928,9.8,,0-10V Other Protocol
Huizhou Hong Rui Photoelectric Technology Limited Company,Hong Rui,PL-V1-B-720-A-JB-H-SL-840-E4,PL-V1-B-720-A-JB-H-[SL;BK;WT;GN]-840-E4*field adjustable spatial distribution,AC,40,41.9,4.4,,,44.4 in,2021-07-05,120,277,No,TRUE,2.672,2014,,,333,849.3,833.2,44.81,,,2.672,2014,333,849.3,833.2,44.81,,,753.7,754,0,0.99,4,753.7,,0.99,4,,0-10V IEC60929 Annex E
"Shenzhen Enlite Energy Technology Co., Ltd",Enlite,FLA 1200W,001-FA1200277300-00,AC,45,41.65,1.59,,5,62.4 in,2023-07-12,100,277,No,TRUE,2.67,3223,0,3223,426,1288,1511,71,,,2.67,3223,426,1288,1511,71,,,1200,1200,0,0.966,8.2,1207,120,0.998,,,"0-10V Other Protocol, No"
Dutch Lighting Innovations,DLI,DLI ZENITH,DLI Zenith 900W 208-400V FS DEEP DC,AC,25,8.27,5.12,,5,36.0 in,2024-07-08,208,400,No,TRUE,2.67,2451,0,2451.2,325,727,1412,44,,,,,,,,,,,918,918,0,0.958,8.1,,,,,,Modbus
"UNIVERSELITE CO.,LTD.","Universelite Co.,Ltd.",LED HORTICULTURAL LUMINAIRES,LEDZW800W004A,AC,40,44.25,2.6,,5,46.8 in,2022-09-09,100,277,No,TRUE,2.67,2147,0,2147,332,765,1050,97,,,,,,,,,,,806,806,0,0.971,11,,,,,,0-10V IEC60929 Annex E
Acuity Brands Lighting,Verjure,Pro Series,VPS 6 FRSP [All Voltages] L/Lens AO [All Options] (field adjustable max output) *field adjustable spatial distribution,AC,40,43.4,2.85,,5,48.0 in,2022-08-01,120,480,No,TRUE,2.67,1901,199.6,1901.1,316,598,987,30,,,,,,,,,,,711,711,103.4,0.9,20,,,,,,0-10V Other Protocol
Acuity Brands Lighting,Verjure,Pro Series,"VPS 6 FRSP [All Voltages] L/Lens [All Options, excluding AO] *field adjustable spatial distribution",AC,40,43.4,2.85,,5,48.0 in,2022-08-01,120,480,No,TRUE,2.67,1901,0,1901.1,316,598,987,30,,,,,,,,,,,711,711,0,0.9,20,,,,,,"0-10V Other Protocol, Bluetooth - Manufacturer Specific, Nlight"
"Fujian Sananbio Technology Co., Ltd.",SANANBIO,LED Grow Light,ZK2-TB12-GE01/B,AC,40,1.36,1.48,,5,36.0 in,2023-02-13,100,277,No,,2.67,28,28.3,28.3,8,5,16,3,,,2.67,28,8,5,16,3,,,10.61,10.61,10.61,0.903,14.7,10.61,277,0.903,14.7,,
GML Solutions Ltd.,Grand Master LEDs,Tarantula Borg Evolution,GMLL1500W6I2B26A2,AC,40,45.67,4.15,,5,45.6 in,2024-07-24,100,277,Yes,TRUE,2.66,4159,0,4159,768,1412,1979,368,,,2.66,4159,768,1412,1979,368,,,1563,1563,0,0.998,4.3,1563,120,0.963,7.8,,0-10V IEC60929 Annex E
"Shenzhen Enlite Energy Technology Co., Ltd",Enlite,Horticultural Lighting,001-FA1060277300-00,AC,45,41.65,1.59,,5,62.4 in,2023-06-15,200,277,No,TRUE,2.66,2688,0,2687.5,522,995,1189,121,,,2.66,2688,522,995,1189,121,,,1060,1060,0,0.98,7,1009,277,0.98,7,,"0-10V Other Protocol, 0"
"Shenzhen guanke technologies Co., Ltd",GK,,G16-820W-01,AC,40,44.8,1.89,,5,48.0 in,2023-05-31,220,277,No,TRUE,2.66,2105,0,2105,285,845,978,56,,,2.66,2105,285,845,978,56,,,820,791.3,0,0.986,4.1,791.3,220,0.986,4.1,,"0-10V Other Protocol, 0"
Signify North America Corporation – Horti LED,Philips,GreenPower LED Toplighting Force,GPL TLF 2100 DRW_VSN2 400V 1.2D SB,AC,40,12.2,4.4,,5,27.6 in,2024-11-22,400,400,No,TRUE,2.66,2100,210,2100,420,756,924,,2100,2.66,2.58,2016,389,736,891,30,2047,2.62,790,790,78.9,0.98,15,782.1,400,0.99,9.8,,"Power Line Communication, No"
Signify North America Corporation – Horti LED,Philips,GreenPower LED Toplighting Force,GPL TLF 2100 DRW_VSN2 347V 1.2D SB,AC,40,12.2,4.4,,5,27.6 in,2024-11-22,347,347,No,TRUE,2.66,2100,210,2100,420,756,924,,2100,2.66,,,,,,,,,790,790,76.1,0.98,15,,,,,,"Power Line Communication, No"
Signify North America Corporation – Horti LED,Philips,GreenPower LED Toplighting Force,GPL TLF 2100 DRW_VSN2 277V 1.2D SB,AC,40,12.2,4.4,,5,27.6 in,2024-11-22,277,277,No,TRUE,2.66,2100,210,2100,420,756,924,,2100,2.66,,,,,,,,,790,790,74,0.98,15,,,,,,"Power Line Communication, No"
Grow Pros Solutions,GROW PROS SOLUTIONS,,GPS-ULTRA-800,AC,40,43.54,2.09,,5,45.6 in,2024-02-13,208,277,No,TRUE,2.66,1918,532,1918,367,787,764,76,,,2.66,1918,367,787,764,76,,,721,721,200,0.989,7,721,277,0.989,7,,0-10V IEC60929 Annex E
"Shenzhen Yaorong Technology Co.,Ltd",YAORONG,Spider LED Grow Light,YR-GL1140-W720[BL;AR],AC,40,45.12,2.56,,5,50.4 in,2024-08-14,100,277,No,TRUE,2.66,1918,0,1918.3,281,836,801,53,,,2.6,1918,281,836,801,53,,,720,720,0,0.98,6.6,736.9,100.03,0.999,2.9,,"0-10V IEC60929 Annex E, Phase Cut (Forward Phase), Phase Cut (Reverse Phase), Bluetooth - Manufacturer Specific"
"Shenzhen Yaorong Technology Co.,Ltd",YAORONG,Spider LED Grow Light,YR-GL1140-W720[BL;AR],AC,40,45.12,2.56,,5,50.4 in,2024-08-14,100,277,No,TRUE,2.66,1918,0,1918.3,281,836,801,53,,,2.6,1918,281,836,801,53,,,720,720,0,0.98,6.6,736.9,100.03,0.999,2.9,,"0-10V IEC60929 Annex E, Phase Cut (Forward Phase), Phase Cut (Reverse Phase), Bluetooth - Manufacturer Specific"
"Zhongshan Lumigentek Lighting Technology Co., Ltd.",HortiBloom,Horticultural Luminaires,Mega X8 720,AC,40,42,2.4,,5,45.6 in,2023-09-05,120,277,No,TRUE,2.66,1955,0,1955,269,784,904,7,,,,,,,,,,,720,720,0,0.964,13.5,,,,,,0-10V Other Protocol
Greenlux Lighting Solutions Ltd.,Valoya,RF700-6 SolrayX,RF7006-30xxxxx74,AC,40,44.3,3.3,,5,46.8 in,2023-08-04,220,480,No,,2.66,1824,0,1824,357,689,780,30,1854,2.7,,,,,,,,,686,686,0,0.952,8,,,,,,0-10V IEC60929 Annex E
Signify North America Corporation – Horti LED,Philips,GreenPower LED Toplighting Compact,GPL TLC 1750 DRW_VSN2 277-400V 1.3D SB,AC,40,9.5,3.5,,5,28.8 in,2023-09-15,277,400,No,TRUE,2.66,1715,175,1750,343,617,755,35,1750,2.71,2.7,1737,335,617,786,24,1762,2.74,645,645,58.3,0.98,15,643,277,0.99,10.4,,"Power Line Communication, No"
Fluence Bioengineering,Fluence,SPYDR,"SR-2I47-I-[HV,HVG]-[Blank,XXX]-[S,B,R]",AC,35,42.8,4,,5,46.8 in,2024-02-28,277,480,No,TRUE,2.66,1702,0,1701.9,302,707,692,39,1742,2.73,,,,,,,,,639,639,1W,0.996,7,,,,,,0-10V Other Protocol
Lumlux Corp.,Lumlux,LFHN LED Horticultural Lighting,LFHN600T0WRD02,AC,25,44.08,2.93,,5,42.0 in,2020-12-04,120,277,No,TRUE,2.66,1683,0,1684.3,259,627,809,25,,,2.66,1683.11,258.66,626.8,809.38,24.59,,,633,633.5,0,0.966,7.2,633.39,,0.9655,7.1,,0-10V IEC60929 Annex E
"Zhongshan Lumigentek Lighting Technology Co., Ltd.",HortiBloom,Horticultural Luminaires,Mega X4 350,AC,40,42,2.4,,5,21.6 in,2023-09-05,120,277,No,TRUE,2.66,924,0,924,123,375,426,6,,,2.66,924,123,375,426,6,,,350,350,0,0.948,9.5,347.2,120,0.948,9.5,,0-10V Other Protocol
Acuity Brands Lighting,Verjure,Arize Life2,VAL2 L48 PKF SEFY,AC,40,1.5,2,,5,46.8 in,2021-09-16,120,277,No,TRUE,2.66,87,,,7,15,65,5,92,2.81,2.66,85.343,6.494,15.038,63.753,4.822,90.124,2.81,33,33,3.5,0.939,8.7,32.12,277,0.932,8.5,,0-10V Other Protocol
GML Solutions Ltd.,Grand Master LEDs,Tarantula Borg,GMLL1500W6I2A16A2,AC,40,45.67,4.15,,5,45.6 in,2023-10-31,100,277,Yes,TRUE,2.65,4058,0,4058,776,1401,1881,354,,,2.65,4058,776,1401,1881,354,,,1529,1529,0,0.998,6,1529,120,0.998,5.9,,"0-10V IEC60929 Annex E, knob"
FOHSE INC,FOHSE,A3i 1500W 277V,A3i 1500W 277V,AC,40,46.2,4.3,,5,46.8 in,2022-03-31,100,277,Yes,TRUE,2.65,3960,,,280,1200,2480,400,,,,,,,,,,,1500,1500,0,0.996,3,,,,,,0-10V IEC60929 Annex E
Fluence Bioengineering,FLUENCE,RAPTR,"RP-[A,C]-BP6-1K-150-JVG-RST1-S",AC,45,11.3,4.2,,5,39.6 in,2023-05-02,277,480,No,TRUE,2.65,2668,,,332,649,1699,34,,,2.65,2668,332,649,1699,34,,,1020,1020,4.5,0.956,9,1008,277,0.956,8.7,,0-10V Other Protocol
PPF Tech LLC,PPF TECH,LED Horticultural Lighting,HG940 PRO FS3,AC,40,44.88,2.93,,5,46.8 in,2024-07-15,120,277,No,TRUE,2.65,2544,254.4,2544,421,1043,1081,86,,,2.65,2544,421,1043,1081,86,,,940,940,94,0.964,8.8,958.8,120,0.964,8.8,,0-10V Other Protocol
Nedlights b.v.,NEDLIGHTS,LED Lighting,LFGT850LWRFI01,AC,40,12.4,4.21,,5,30.0 in,2024-06-24,208,400,Yes,TRUE,2.65,2306,0,2306.2,276,626,1405,245,,,2.65,2306,276,626,1405,245,,,870.1,870.1,0,0.981,5.7,870.1,208,0.981,5.7,,LoRa
AB Lighting,AB Lighting,Horticultural Luminaire,001-TL840277300-00,AC,45,13.9,9.25,,5,32.4 in,2022-10-07,100,277,No,TRUE,2.65,2256,0,2256,402,973,884,43,,,2.65,2256,402,973,884,43,,,840,840,0,0.967,7.9,851.5,277,0.967,7.9,,0-10V IEC60929 Annex E
"Shenzhen Enlite Energy Technology Co., Ltd",Enlite,TL 840W,001-TL840277300-00,AC,45,13.9,9.25,,5,32.4 in,2022-10-07,100,277,No,TRUE,2.65,2256,0,2256,402,973,884,43,,,2.65,2256,402,973,884,43,,,840,840,0,0.967,7.9,851.5,277,0.967,7.9,,0-10V IEC60929 Annex E
Megaphoton Inc.,Megaphoton,LED Top lighting-Sunshine,ML-TRT780XX,AC,35,12.59,3.97,,5,30.0 in,2023-01-18,100,277,No,TRUE,2.65,2139,,,502,679,959,37,,,2.65,2139,502,679,959,37,,,808,808,0,0.997,2,807.9,120,0.997,,,0-10V Other Protocol
